node,ARBid,old.pa.node,old.ARBname,Genbank.ID,clade,RDP.taxonomy,Kingdom,Phylum,Order,Family,Genus,Species,Strain
0,UncM5907,1716,UncM9980,EU650264,Thermoplasmata,"Archaea;""Euryarchaeota"";Thermoplasmata;unclassified_Thermoplasmata;",Archaea,Euryarchaeota,Thermoplasmata,unclassified_Thermoplasmata,,,
1,Unc028bj,1695,Unc04iu2,AF356633,Archaea,"Archaea;""Euryarchaeota"";Methanococci;Methanococcales;Methanocaldococcaceae;Methanocaldococcus;",Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,
2,Unc01raf,1736,Unc03ul8,FJ640802,Archaea,Archaea;unclassified_Archaea;,Archaea,unclassified_Archaea,,,,,
3,Unc0289v,1694,Unc04j2n,EF586031,Bacteria,"Bacteria;""Thermotogae"";Thermotogae;Petrotogales;Petrotogaceae;Defluviitoga;",Bacteria,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Defluviitoga,
4,OlnTmbo7,1600,OlsUmbo5,AJ251324,Bacteria,"Bacteria;""Actinobacteria"";Actinobacteria;Coriobacteridae;Coriobacteriales;""Coriobacterineae"";Coriobacteriaceae;Olsenella;",Bacteria,"""Actinobacteria""",Actinobacteria,Coriobacteridae,Coriobacteriales,"""Coriobacterineae""",Coriobacteriaceae;Olsenella;
642,UncM5104,2353,UncM7429,KX934961,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
643,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
644,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
645,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
646,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
647,Unc31848,2524,Unc0298p,EF574861,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
648,UncM5329,2527,UncM9029,KX934931,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
649,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
650,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
651,UncM3727,2364,UncM7985,KX935052,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
652,UncM5617,2365,UncM6153,KX934932,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
653,UncM6022,2368,UncMa202,FJ826341,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
654,Unc29436,2369,Unc02agr,EF573851,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
655,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
656,UncM4092,2366,UncM9037,KX935051,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
657,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
658,UncM5442,2367,UncM9207,KX937593,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
659,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
660,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
661,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
662,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
663,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
664,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
665,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
666,Unc29775,2382,Unc0255f,EF574253,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
667,Unc008e9,2513,Unc01agt,HQ672106,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
668,UncPrym3,2515,UncPrym2,HM565910,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
669,UncM4082,2514,UncM7974,KX934879,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
670,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
671,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
672,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
673,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
674,UncM5028,2375,Unc04j5p,KX934845,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
675,UncM5941,2376,Unc04j4z,KX935011,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
676,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
677,Unc00sri,2378,Unc03sbv,EU804830,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
678,Unc31795,2379,Unc02ahc,EF574473,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
679,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
680,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
681,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
682,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
683,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
684,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
685,UncM5706,2391,UncM8161,KX937558,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
686,Unc028ed,2393,Unc025wz,EF573817,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
687,UncM5923,2392,Unc04j4e,KX935001,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
688,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
689,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
690,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
691,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
692,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
693,UncM5187,2396,UncM8862,KX937411,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
694,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
695,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
696,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
697,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
698,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
699,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
700,UncM5969,2285,Unc04j5y,KX935025,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
701,Unc35365,2284,Unc0278a,EF574856,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
702,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
703,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
704,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,,,
705,UniMicr2,2594,UniMicr3,FJ358909,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
706,J5YSpeci,2592,FSYSpec2,HM222968,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
707,Unc00ibp,2591,Unc00mxx,EF208687,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
708,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
709,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
710,Unc00pib,2587,Unc00mtw,EF208691,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
711,UniMicr3,2586,UniMicr2,FJ358907,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
712,Unc00q9k,2589,Unc00mtt,EF208681,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
713,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
714,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
715,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
716,UniMicro,2585,UniMicro,FJ358906,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
717,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
718,EimPraec,2575,EimPrae7,CBUU010051530,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
719,Unc028ch,2574,KF798938.1,KF798938,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
720,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
721,Unc028cm,2578,Unc04j44,GU119850,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
722,UncCa485,2581,DQ200412.1,DQ200412,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
723,Unc028cb,2579,GU119718.1,GU119718,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
724,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
725,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
726,Unc028bz,2577,DQ860014.1,DQ860014,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
727,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
728,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bangiophyceae,,
729,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bangiophyceae;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,,,
730,UncM5951,2612,Unc04j5b,KX938184,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
731,UncE4189,2613,UncEuka2,U70717,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
732,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
733,Unc32539,2616,Unc024f8,EF573915,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
734,Unc00hx3,2617,Unc03vf8,EU804764,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
735,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
736,Unc32636,2615,Unc024id,EF574713,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
737,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
738,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
739,UncB9656,2602,UncB2149,FJ849138,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
740,UncPho61,2603,UncPho96,AY948009,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
741,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
742,Unc30944,2607,Unc025ed,GU062006,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
743,UncM5929,2606,Unc04j4k,KX935073,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
744,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
745,UncM5468,2605,UncM8210,KX938188,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
746,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
747,UncM3908,2610,UncM9744,KX938187,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
748,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
749,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
750,Intnode,,,,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;unclassified_Chloroplast;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,unclassified_Chloroplast,,
751,HtgAkash,2867,HtsAkas9,EU168191,Chloroplast,Bacteria;Cyanobacteria/Chloroplast;Chloroplast;Chloroplast;Bacillariophyta;,Bacteria,Cyanobacteria/Chloroplast,Chloroplast,Chloroplast,Bacillariophyta,,
